@relation C__Users_Haomeng_Desktop_Creativity_of_emoticon_recognition_emoticons

@attribute text string
@attribute @@class@@ {negative,positive,undefined}

@data
'.@HillaryClinton has what it takes to lead, and #ImWithHer. Watch the video on her time as Secretary of State: https://t.co/Th0nj6Gj9m',undefined
'The elites and media have decided that swamp dwelling felon lard #HillaryClinton is now an acceptable #democratic nominee #teaparty #tcot',undefined
'.@MaryMorientes @CareyOrcutt @ManMet80 @now7grandkids @louvice @Alasscan_ @dyniace RT@adbridgeforth: #Hillary2016 https://t.co/wrcYRfdeB9�?',undefined
'RT @ozarklady76: @HillaryClinton Where does the U.S. stand with you? #Hillary2016 #HillaryClinton #hillaryemail #election2016 http://t.co/2…',undefined
'https://t.co/IT1aCXmNFQ : AHIP fires back at #HillaryClinton, says insurance consolidation… https://t.co/kkE7OYgGHY https://t.co/rPBIT52cdk',undefined
'What has #Hillary2016 ever accomplished?\n\n@TheLeadCNN @realBobWoodward https://t.co/YykqAOF4TO',undefined
'#Bernie Wants to eliminate federal government profit on student debt\n #Election2016 #Bernie2016 #Hillary2016 https://t.co/6wxZnBnCzI',undefined
'RT @McCollumMike: Hillary Clinton: Being pro-business doesn’t mean hanging consumers out to dry\nhttps://t.co/iweb5tsP6X #Hillary2016',undefined
'RT @BRios82: The @GOP strategy. #tcot #p2 #uniteblue #feelthebern #hillary2016 #voteblue https://t.co/dC0hmGCuWx',undefined
'#hillary2016 #clinton2016 #Election2016 #sanders2016 #democrat #hillaryclinton #hillary #clinton #foxnews #cnn https://t.co/AhqxY3e1Dy',undefined
'RT @MaryMorientes: The real Benghazi scandal. #Hillary2016 #Hillary16 #JoeBiden Joe Biden Hillary Clinton Benghazi https://t.co/HFOVUdLanF',undefined
'Wonder if @HillaryClinton has a designated time-slot where she &amp; big corporate donors talk to plot their next move. #Hillary2016 #Bernie2016',undefined
'RT @kcSnoWhite: LIAR @lormaak\n\n#Benghazi STOP #Hillary2016&lt;~Not fit to run a #PotFarm in CO, let alone the free world... @sirtatters https:…',undefined
'El efecto #JoeBiden sobre la pelea entre #HillaryClinton y #BernieSanders- https://t.co/HFzWikc1S3 @UniNoticias @UniPolitica',undefined
'#ImWithHer  https://t.co/aGr5jN60iy',undefined
'RT @Politics4dum: For those who say #Benghazi #BenghaziCommittee is not partisan. #Hillary2016 #HillaryClinton https://t.co/6vUDBqBeTY',undefined
'At odds with #Republicans, #HillaryClinton to testify on #Benghazi https://t.co/Ucjo8cB66R via Reuters',undefined
'Tomorrow, play the \"#Benghazi hearing\" drinking game:  take a shot every time #HillaryClinton avoids apologizing.',undefined
'RT @NoKingButJesus: INVESTIGATE\n#Obama #JebBush #GeorgeBush #Bush family #BillClinton &amp; #HillaryClinton\n4\nties\nto\n#Banksters #Saud family 9…',undefined
'RT @carl_chirinos: El efecto #JoeBiden sobre la pelea entre #HillaryClinton y #BernieSanders- https://t.co/HFzWikc1S3 @UniNoticias @UniPoli…',undefined
'RT @NoKingButJesus: INVESTIGATE\n#Obama #Bush family #BillClinton &amp; #HillaryClinton\n4\nties\nto\n#Banksters\n#Saud family\n9/11\n&amp;\n#NWO #CRIMES ht…',undefined
'#MyGovHillary #HillaryClinton to want Strong Families #USA in #Colorado Todd Creek - https://t.co/52H9aNKV1d https://t.co/TzgYhQAfFP',undefined
'RT @Ireland0828: .@MaryMorientes @CareyOrcutt @ManMet80 @now7grandkids @louvice @Alasscan_ @dyniace RT@adbridgeforth: #Hillary2016 https://…',undefined
'RT @McCollumMike: Hillary Clinton: Being pro-business doesn’t mean hanging consumers out to dry\nhttps://t.co/iweb5tsP6X #Hillary2016',undefined
'RT @bennydiego: Wasteful Witchhunt.\n\n#BenghaziCommittee #Benghazi #HillaryClinton #tcot #p2 https://t.co/81SfQ119ft',undefined
'RT @Ireland0828: .@MaryMorientes @CareyOrcutt @ManMet80 @now7grandkids @louvice @Alasscan_ @dyniace RT@adbridgeforth: #Hillary2016 https://…',undefined
'When you find out #JoeBiden is running for president #HillaryClinton #Hillary2016 https://t.co/GOjW9FlEA3',undefined
'RT @michaeljohns: #Obama administration scurries to seal #HillaryClinton #Whitewater indictment:\n\nhttps://t.co/bofAxSLw1T\n\n#Trump2016 #NoHi…',undefined
'RT @m_nunziante: .@HillaryClinton has what it takes to lead, and #ImWithHer. Watch the video on her time as Secretary of State: https://t.c…',undefined
'RT @lin_deshan: “She has always, always, been there for us.�? – Julián Castro\n#LatinosAchieve #LatinosforHillary  #ImWithHer',undefined
'RT @BRios82: The @GOP strategy. #tcot #p2 #uniteblue #feelthebern #hillary2016 #voteblue https://t.co/dC0hmGCuWx',undefined
'Clinton already waffling on her claimed opposition to TPP - YouTube https://t.co/RXugZht36w #UniteBlue #ReadyForHillary #Hillary2016',undefined
'RT @ipscone: #Benghazi comm. is legit.  #hillaryclinton is not legit. She will make light of the comm. #Killed4Americans\n#TCOT #CCOT #GOP #…',undefined
'RT @KevinCarson1: Clinton already waffling on her claimed opposition to TPP - YouTube https://t.co/RXugZht36w #UniteBlue #ReadyForHillary #…',undefined
'RT @BernieVerse: #Bernie Will reform campaign finance laws and practices\n #Election2016 #Bernie2016 #Hillary2016 https://t.co/UvOi4U2YTf',undefined
'.@HillaryClinton has what it takes to lead, and #ImWithHer. Watch the video on her time as Secretary of State: https://t.co/7wNYoJJjfK',undefined
'RT @NaphiSoc: time to criminally indict Draco Malfoy for interfering with evidence\n#ImWithHer \n#UniteBlue https://t.co/ITtaYuZYDl',undefined
'RT @0103lrl: .@HillaryClinton has what it takes to lead, and #ImWithHer. Watch the video on her time as Secretary of State: https://t.co/7d…',undefined
'RT @BRios82: The @GOP strategy. #tcot #p2 #uniteblue #feelthebern #hillary2016 #voteblue https://t.co/dC0hmGCuWx',undefined
'Must read article on #HillaryClinton #Benghazi https://t.co/nPHEfOYeoP',undefined
'RT @ClementsIra: Not only r republicans the enemy of #HillaryClinton, they r enemies of our our democracy. #UniteBlue',undefined
'RT @CareyOrcutt: #ImWithHer #itstime https://t.co/36K8cffWwj',undefined
'Fight for #LatinosForHillary #WomenForHillary #HillaryMen #UniteBlue  #LGBT #TNTweeters #EndGunViolence #ImWithHer https://t.co/1wwK0boMuu',undefined
'Thursday #HillaryClinton will lie under oath to #Benghazi Panel\n\n#ElijahCummings, who directed IRS to target conservatives, will protect...',undefined
'Thursday #HillaryClinton will lie under oath to #Benghazi Panel\n\n#ElijahCummings, who directed IRS to target... https://t.co/OdjSKdWZ1W',undefined
'handle real issues with #Hillary2016',undefined
'RT @bennydiego: Wasteful Witchhunt.\n\n#BenghaziCommittee #Benghazi #HillaryClinton #tcot #p2 https://t.co/81SfQ119ft',undefined
'RT @BernieVerse: #Bernie Wants to eliminate federal government profit on student debt\n #Election2016 #Bernie2016 #Hillary2016 https://t.co/…',undefined
'I look @ #Benghazi truthers &amp; wonder how some of em even found thr way out of the birthcanal #mtpdaily #Hillary2016 https://t.co/ujzwBZWAZP',undefined
'RT @Telemundo: #JoeBiden anunció que no se postulará a presidente de #EEUU y se fortalece la figura de #HillaryClinton. https://t.co/bKBwlH…',undefined
'Hillary&amp;#8217;s Loops https://t.co/W2lkXz19XR  Campaign turning around for  #Hillary2016 #p2 #topprog',undefined
'#MohammedAlAmoudi &amp; #Clinton? https://t.co/8zkRlG6Zmg / https://t.co/xPQzBSM5Bg #Saudi #HillaryClinton #ClintonFoundation',undefined
'RT @lin_deshan: “She has always, always, been there for us.�? – Julián Castro\n#LatinosAchieve #LatinosforHillary  #ImWithHer',undefined
'A familiar pairing feels like fact https://t.co/71Mv1l3itQ #election2016 #hillary2016 #advertising https://t.co/oldCLa1Czb',undefined
'RT @peddoc63: #HillaryClinton is a LIAR and a CROOK😡 #UniteBlue #PJNET #tcot https://t.co/qgIt9BmZvV',undefined
'RT @2Old4Muhammad: What did #HillaryClinton have on #Biden to prevent him from running? The things that make you go \"hmmmmm\"...',undefined
'RT @2Old4Muhammad: What did #HillaryClinton have on #Biden to prevent him from running? The things that make you go \"hmmmmm\"...',undefined
'@maddow going to ask #Hillary2016 why she bullied Biden out of running when he polls better in the general? LOL #byebyehillary #leanbackward',undefined
'RT @peddoc63: #HillaryClinton is a LIAR and a CROOK😡 #UniteBlue #PJNET #tcot https://t.co/qgIt9BmZvV',undefined
'RT @WayneEdH: New CNN/ORC Poll: Clinton 56\%, Sanders 33\% (without Biden).  #HillaryMen  @HillaryClinton  #Hillary2016',undefined
'RT @lin_deshan: “She has always, always, been there for us.�? – Julián Castro\n#LatinosAchieve #LatinosforHillary  #ImWithHer',undefined
'RT BernieVerse: #Bernie Will reform campaign finance laws and practices\n #Election2016 #Bernie2016 #Hillary2016 https://t.co/eEKFb5w2SG',undefined
'RT @peddoc63: #HillaryClinton is a LIAR and a CROOK😡 #UniteBlue #PJNET #tcot https://t.co/qgIt9BmZvV',undefined
'RT @peddoc63: #HillaryClinton is a LIAR and a CROOK😡 #UniteBlue #PJNET #tcot https://t.co/qgIt9BmZvV',undefined
'#HillaryClinton was caught peeking out of her window at a reporter earlier today.  #Trump2016 https://t.co/Mvf9mdPyAd',undefined
'RT @kcSnoWhite: LIAR @lormaak Big words My bad\n\nSTOP #Hillary2016 Unfit 4 High Office, charge w/#HighCrimesMisdemeanors\n@sirtatters https:/…',undefined
'.@HillaryClinton has what it takes to lead, and #ImWithHer. Watch the video on her time as Secretary of State: https://t.co/JQj5ySOmXC',undefined
'pattygilli: RT peddoc63: #HillaryClinton is a LIAR and a CROOK😡 #UniteBlue #PJNET #tcot https://t.co/x9X0C53bFq',undefined
'PhotoOp after #Hillary2016 let 4 Americans die in #Benghazi #Libya\n@houseBenghazi\n\nHighOfc? NO\nHighCrimes? HellYeah https://t.co/EyKrmJ8vrR',undefined
'RT @lin_deshan: “She has always, always, been there for us.�? – Julián Castro\n#LatinosAchieve #LatinosforHillary  #ImWithHer',undefined
'RT @peddoc63: #HillaryClinton is a LIAR and a CROOK😡 #UniteBlue #PJNET #tcot https://t.co/qgIt9BmZvV',undefined
'RT @lin_deshan: “She has always, always, been there for us.�? – Julián Castro\n#LatinosAchieve #LatinosforHillary  #ImWithHer',undefined
'RT @lin_deshan: “She has always, always, been there for us.�? – Julián Castro\n#LatinosAchieve #LatinosforHillary  #ImWithHer',undefined
'@JoeBiden is still a firecracker in my eyes #Hillary2016 #Bernie2016',undefined
'#gunsense #gunsense #gunsense #gunsense #guncontrol  #MassShooting #Survivor #SecondAmendment  nra #HillaryClinton  …',undefined
'#gunsense #gunsense #gunsense damnit_obama: #gunsense #guncontrol  #MassShooting #Survivor #SecondAmendment  nra #HillaryClinton  …',undefined
'#gunsense #gunsense damnit_obama: #gunsense #gunsense #guncontrol  #MassShooting #Survivor #SecondAmendment  nra #HillaryClinton  …',undefined
'RT @ClementsIra: Not only r republicans the enemy of #HillaryClinton, they r enemies of our our democracy. #UniteBlue',undefined
'RT @ArtIsWarUSA: The elites and media have decided that swamp dwelling felon lard #HillaryClinton is now an acceptable #democratic nominee …',undefined
'RT @JSavoly: Explosive New Report On Benghazi Chairman Gowdy’s Links To Stop Hillary PAC #UnitedBlue #MorningJoe #Hillary2016 https://t.co/…',undefined
'RT @SFL4Hillary: #ImWithHer  https://t.co/FV9UqSAZAk',undefined
'#US #Politics: #Delaware mayor REFUTES ENDORSEMENT of #HillaryClinton - https://t.co/U10IQ1f0VI #GOP #News #USNews #TopNews #DailySnafuNews',undefined
'RT @JSavoly: Explosive New Report On Benghazi Chairman Gowdy’s Links To Stop Hillary PAC #UnitedBlue #MorningJoe #Hillary2016 https://t.co/…',undefined
'RT @peddoc63: #HillaryClinton is a LIAR and a CROOK😡 #UniteBlue #PJNET #tcot https://t.co/qgIt9BmZvV',undefined
'RT @peddoc63: #HillaryClinton is a LIAR and a CROOK😡 #UniteBlue #PJNET #tcot https://t.co/qgIt9BmZvV',undefined
'RT @JSavoly: Explosive New Report On Benghazi Chairman Gowdy’s Links To Stop Hillary PAC #UnitedBlue #MorningJoe #Hillary2016 https://t.co/…',undefined
'RT @mterry337: #BenghaziHearing in a nutshell..#GOP taking a national tragedy as usual &amp; unabashedly exploiting it to politically smear #Hi…',undefined
'@GOPAC @TGowdySC @megynkelly @seanhannity What happens when #HillaryClinton is indicted for gross negligence handling classified material?',undefined
'RT @peddoc63: #HillaryClinton is a LIAR and a CROOK😡 #UniteBlue #PJNET #tcot https://t.co/qgIt9BmZvV',undefined
'RT @RepRuthBalser: .@HillaryClinton has what it takes to lead, and #ImWithHer. Watch the video on her time as Secretary of State: https://t…',undefined
'#Bernie Wants to create incentives to increase roof-top solar panels\n #Election2016 #Bernie2016 #Hillary2016 https://t.co/ltJSbVyYfG',undefined
'RT @kcSnoWhite: LIAR @lormaak Big words My bad\n\nSTOP #Hillary2016 Unfit 4 High Office, charge w/#HighCrimesMisdemeanors\n@sirtatters https:/…',undefined
'#clinton #HillaryClinton #Hillary2016 on #Benghazi #BenghaziCommittee tomorrow, what would happen @jorgeramosnews https://t.co/IJFfasYAc1',undefined
'RT @peddoc63: #HillaryClinton is a LIAR and a CROOK😡 #UniteBlue #PJNET #tcot https://t.co/qgIt9BmZvV',undefined
'#clinton #HillaryClinton #Hillary2016 on #Benghazi #BenghaziCommittee tomorrow, what would happen? @Enrique_Acevedo https://t.co/thyD8fF6BJ',undefined
'RT @mterry337: #BenghaziHearing in a nutshell..#GOP taking a national tragedy as usual &amp; unabashedly exploiting it to politically smear #Hi…',undefined
'RT @laureldavilacpa: #Hillary2016 #UniteBlue #Benghazi  https://t.co/jFQGsMkgDH',undefined
'RT @laureldavilacpa: #Hillary2016 #UniteBlue #Benghazi  https://t.co/spfn83tR1S',undefined
'#Biden  decision boosts #HillaryClinton and sets up a two-way race with #Sanders --------------------mcleod',undefined
'RT @laureldavilacpa: Democrats think Hillary Clinton is more trustworthy than Bernie Sanders https://t.co/buQdLRvM4D #ITrustHillary #Hillar…',undefined
'clinton #HillaryClinton #Hillary2016 on #Benghazi #BenghaziCommittee tomorrow, what would happen? @MariaESalinas https://t.co/JztJCBQadA',undefined
'RT @Lee_in_Iowa: #Benghazi Thinking, we need investigation into GOP House refusing Embassy security $$$. #ImWithHer https://t.co/QFEAlZMp7W',undefined
'#feminism #lgbt #antiracism #abortion #prochoice #blacklivesmatter #translivesmatter #hillaryclinton #berniesanders… https://t.co/8pOgWoNgWi',undefined
'RT @peddoc63: #HillaryClinton is a LIAR and a CROOK😡 #UniteBlue #PJNET #tcot https://t.co/qgIt9BmZvV',undefined
'clinton #HillaryClinton #Hillary2016 on #Benghazi #BenghaziCommittee tomorrow, what would happen? @mediamonarchy https://t.co/kVRyMrXoOl',undefined
'#DonaldTrump slams #enghazi fraudster #TreyGowdy — for not being &lt;em&gt;tough enough&lt;/em&gt; on #HillaryClinton https://t.co/VakVIXDmVO #WeGotEd',undefined
'RT @NaphiSoc: totally awesome resume - we will be proud of our nominee \n#ImWithHer\n#UniteBlue \nhttps://t.co/A5MPorlHSo https://t.co/kx9OXw8…',undefined
'RT @mterry337: #BenghaziHearing in a nutshell..#GOP taking a national tragedy as usual &amp; unabashedly exploiting it to politically smear #Hi…',undefined
'clinton #HillaryClinton #Hillary2016 on #Benghazi #BenghaziCommittee tomorrow, what would happen? @corbettreport https://t.co/2UiEL1Se7h',undefined
'RT @lin_deshan: “She has always, always, been there for us.�? – Julián Castro\n#LatinosAchieve #LatinosforHillary  #ImWithHer',undefined
'RT @BernieVerse: #Bernie Wants to eliminate federal government profit on student debt\n #Election2016 #Bernie2016 #Hillary2016 https://t.co/…',undefined
'RT @Lee_in_Iowa: #Benghazi Thinking, we need investigation into GOP House refusing Embassy security $$$. #ImWithHer https://t.co/QFEAlZMp7W',undefined
'RT @Lee_in_Iowa: #Benghazi Thinking, we need investigation into GOP House refusing Embassy security $$$. #ImWithHer https://t.co/QFEAlZMp7W',undefined
'RT @TomAdams9999: @PlaysTrumpCard @AnnCoulter @realDonaldTrump\n#Hillary2016 seems to avoid reality while #theDemocrats avoid facing reality…',undefined
'You got this @HillaryClinton #ImWithHer #Hillary2016',undefined
'RT @NaphiSoc: totally awesome resume - we will be proud of our nominee \n#ImWithHer\n#UniteBlue \nhttps://t.co/A5MPorlHSo https://t.co/kx9OXw8…',undefined
'RT @mterry337: #BenghaziHearing in a nutshell..#GOP taking a national tragedy as usual &amp; unabashedly exploiting it to politically smear #Hi…',undefined
'RT @peddoc63: #HillaryClinton is a LIAR and a CROOK😡 #UniteBlue #PJNET #tcot https://t.co/qgIt9BmZvV',undefined
'RT @kcSnoWhite: PhotoOp after #Hillary2016 let 4 Americans die in #Benghazi #Libya\n@houseBenghazi\n\nHighOfc? NO\nHighCrimes? HellYeah https:/…',undefined
'Kirsten Gillibrand talks about #HillaryClinton + her push for paid parental leave https://t.co/4ZbZssoSwE via @FortuneMPW #WomenInBusiness',undefined
'RT @BRios82: A Reminder to @CarlyFiorina...Pulling out of Iraq did not cause destabilization, invading did. #p2 #tcot #uniteblue #hillary20…',undefined
'RT @peddoc63: #HillaryClinton is a LIAR and a CROOK😡 #UniteBlue #PJNET #tcot https://t.co/qgIt9BmZvV',undefined
'RT @Lee_in_Iowa: #Benghazi Thinking, we need investigation into GOP House refusing Embassy security $$$. #ImWithHer https://t.co/QFEAlZMp7W',undefined
'RT @NaphiSoc: totally awesome resume - we will be proud of our nominee \n#ImWithHer\n#UniteBlue \nhttps://t.co/A5MPorlHSo https://t.co/kx9OXw8…',undefined
'RT @BernieVerse: #Bernie Wants to create incentives to increase roof-top solar panels\n #Election2016 #Bernie2016 #Hillary2016 https://t.co/…',undefined
'RT @NaphiSoc: totally awesome resume - we will be proud of our nominee \n#ImWithHer\n#UniteBlue \nhttps://t.co/A5MPorlHSo https://t.co/kx9OXw8…',undefined
'#NowPlaying #BreakingNews: #HILLARY2016 - https://t.co/IvSFroRCVL https://t.co/wbfyY1eBTh',undefined
